ResponseId,Age,Country_Normalized,ConvertedCompYearly,PlatformWantToWorkWith
3485,25-34 years old,Ukraine,32954.0,Firebase
3485,25-34 years old,Ukraine,32954.0,Google Cloud
3485,25-34 years old,Ukraine,32954.0,Supabase
3486,18-24 years old,Ukraine,500.0,No platform reported
3487,25-34 years old,Netherlands,48977.0,Digital Ocean
3487,25-34 years old,Netherlands,48977.0,Vercel
3488,25-34 years old,Slovakia,50588.0,Amazon Web Services (AWS)
3488,25-34 years old,Slovakia,50588.0,Microsoft Azure
3489,25-34 years old,India,6700.0,No platform reported
3490,25-34 years old,Switzerland,100275.0,Amazon Web Services (AWS)
3490,25-34 years old,Switzerland,100275.0,Google Cloud
3490,25-34 years old,Switzerland,100275.0,OpenStack
3491,45-54 years old,Ukraine,61710.0,Amazon Web Services (AWS)
3491,45-54 years old,Ukraine,61710.0,Microsoft Azure
3494,45-54 years old,Uk,101910.0,No platform reported
3495,25-34 years old,Poland,49493.0,No platform reported
3496,45-54 years old,Sweden,103015.0,No platform reported
3498,25-34 years old,Germany,85925.0,Amazon Web Services (AWS)
3498,25-34 years old,Germany,85925.0,Netlify
3499,25-34 years old,Spain,71073.0,Cloudflare
3499,25-34 years old,Spain,71073.0,Digital Ocean
3500,45-54 years old,Ireland,71962.0,No platform reported
3501,35-44 years old,Italy,59073.0,Google Cloud
3501,35-44 years old,Italy,59073.0,OVH
3503,25-34 years old,Germany,67666.0,Amazon Web Services (AWS)
3504,45-54 years old,Sweden,8585.0,Amazon Web Services (AWS)
3505,25-34 years old,Uk,118471.0,Amazon Web Services (AWS)
3506,25-34 years old,Italy,42962.0,No platform reported
3507,18-24 years old,Ukraine,29621.0,No platform reported
3508,35-44 years old,Uk,95541.0,Amazon Web Services (AWS)
3510,18-24 years old,Indonesia,2545.0,Cloudflare
3512,45-54 years old,Italy,91295.0,Amazon Web Services (AWS)
3512,45-54 years old,Italy,91295.0,Google Cloud
3512,45-54 years old,Italy,91295.0,Microsoft Azure
3513,25-34 years old,Netherlands,75184.0,No platform reported
3514,25-34 years old,Egypt,21198.0,Firebase
3517,18-24 years old,Germany,73788.0,Amazon Web Services (AWS)
3517,18-24 years old,Germany,73788.0,Google Cloud
3517,18-24 years old,Germany,73788.0,Microsoft Azure
3519,25-34 years old,USA,150000.0,Amazon Web Services (AWS)
3520,25-34 years old,India,53836.0,No platform reported
3522,18-24 years old,Australia,56156.0,No platform reported
3523,35-44 years old,Finland,69814.0,No platform reported
3524,18-24 years old,Ukraine,13033.0,No platform reported
3525,25-34 years old,Uk,101910.0,Amazon Web Services (AWS)
3528,55-64 years old,Estonia,72231.0,Microsoft Azure
3530,35-44 years old,Ukraine,56000.0,Amazon Web Services (AWS)
3530,35-44 years old,Ukraine,56000.0,Google Cloud
3530,35-44 years old,Ukraine,56000.0,Microsoft Azure
3531,55-64 years old,Czech Republic,65152.0,No platform reported
3532,25-34 years old,Israel,134921.0,Amazon Web Services (AWS)
3532,25-34 years old,Israel,134921.0,Google Cloud
3532,25-34 years old,Israel,134921.0,Microsoft Azure
3533,25-34 years old,South Africa,20447.0,No platform reported
3534,25-34 years old,Switzerland,105846.0,No platform reported
3536,35-44 years old,Denmark,138242.0,Cloudflare
3536,35-44 years old,Denmark,138242.0,Microsoft Azure
3537,25-34 years old,Ukraine,770.0,No platform reported
3538,25-34 years old,Switzerland,106960.0,No platform reported
3539,25-34 years old,Netherlands,64444.0,No platform reported
3541,35-44 years old,Spain,52495.0,Amazon Web Services (AWS)
3542,18-24 years old,Spain,29000.0,No platform reported
3543,35-44 years old,Germany,85925.0,No platform reported
3545,25-34 years old,Turkey,37096.0,No platform reported
3546,25-34 years old,India,25434.0,Amazon Web Services (AWS)
3547,25-34 years old,Uk,95541.0,Amazon Web Services (AWS)
3547,25-34 years old,Uk,95541.0,Microsoft Azure
3548,25-34 years old,Netherlands,64444.0,No platform reported
3549,25-34 years old,Germany,75184.0,Cloudflare
3549,25-34 years old,Germany,75184.0,Hetzner
3552,25-34 years old,Poland,65331.0,Amazon Web Services (AWS)
3552,25-34 years old,Poland,65331.0,Google Cloud
3553,35-44 years old,Ukraine,55000.0,Amazon Web Services (AWS)
3554,25-34 years old,Pakistan,18663.0,Amazon Web Services (AWS)
3554,25-34 years old,Pakistan,18663.0,Microsoft Azure
3556,35-44 years old,France,112777.0,Amazon Web Services (AWS)
3558,35-44 years old,France,167125.0,Fly.io
3558,35-44 years old,France,167125.0,Google Cloud
3558,35-44 years old,France,167125.0,Scaleway
3559,25-34 years old,Sweden,50621.0,No platform reported
3565,35-44 years old,Germany,64444.0,No platform reported
3566,55-64 years old,Croatia,26852.0,Microsoft Azure
3566,55-64 years old,Croatia,26852.0,Oracle Cloud Infrastructure (OCI)
3566,55-64 years old,Croatia,26852.0,VMware
3567,25-34 years old,India,23927.0,No platform reported
3568,45-54 years old,Austria,91295.0,No platform reported
3570,25-34 years old,Germany,87536.0,Amazon Web Services (AWS)
3572,18-24 years old,Belgium,48333.0,Amazon Web Services (AWS)
3572,18-24 years old,Belgium,48333.0,Microsoft Azure
3573,35-44 years old,Netherlands,128887.0,No platform reported
3574,25-34 years old,Switzerland,105846.0,No platform reported
3576,25-34 years old,France,75184.0,Amazon Web Services (AWS)
3576,25-34 years old,France,75184.0,Cloudflare
3576,25-34 years old,France,75184.0,Firebase
3576,25-34 years old,France,75184.0,Heroku
3576,25-34 years old,France,75184.0,Managed Hosting
3576,25-34 years old,France,75184.0,Netlify
3576,25-34 years old,France,75184.0,OVH
3576,25-34 years old,France,75184.0,Scaleway
3576,25-34 years old,France,75184.0,Supabase
3576,25-34 years old,France,75184.0,Vercel
3578,35-44 years old,Netherlands,96666.0,No platform reported
3579,35-44 years old,Sweden,62954.0,Microsoft Azure
3582,25-34 years old,Germany,105258.0,Microsoft Azure
3583,35-44 years old,Georgia,17479.0,No platform reported
3584,35-44 years old,Netherlands,96666.0,Amazon Web Services (AWS)
3585,18-24 years old,Hong Kong (S.A.R.),191990.0,Amazon Web Services (AWS)
3585,18-24 years old,Hong Kong (S.A.R.),191990.0,Microsoft Azure
3586,25-34 years old,Ukraine,55000.0,Microsoft Azure
3588,18-24 years old,Turkey,34005.0,Amazon Web Services (AWS)
3591,35-44 years old,Poland,164976.0,Amazon Web Services (AWS)
3591,35-44 years old,Poland,164976.0,Fly.io
3592,25-34 years old,Netherlands,45111.0,Digital Ocean
3592,25-34 years old,Netherlands,45111.0,Microsoft Azure
3593,25-34 years old,Norway,60366.0,Amazon Web Services (AWS)
3593,25-34 years old,Norway,60366.0,Google Cloud
3593,25-34 years old,Norway,60366.0,Heroku
3593,25-34 years old,Norway,60366.0,Microsoft Azure
3595,25-34 years old,Germany,75184.0,Amazon Web Services (AWS)
3595,25-34 years old,Germany,75184.0,Google Cloud
3596,35-44 years old,Ukraine,90000.0,Amazon Web Services (AWS)
3596,35-44 years old,Ukraine,90000.0,Google Cloud
3596,35-44 years old,Ukraine,90000.0,Microsoft Azure
3596,35-44 years old,Ukraine,90000.0,VMware
3597,35-44 years old,Hungary,32610.0,Amazon Web Services (AWS)
3597,35-44 years old,Hungary,32610.0,Cloudflare
3598,35-44 years old,Malta,104184.0,No platform reported
3601,25-34 years old,Russia,34958.0,No platform reported
3602,35-44 years old,Germany,80555.0,Amazon Web Services (AWS)
3602,35-44 years old,Germany,80555.0,Firebase
3602,35-44 years old,Germany,80555.0,Google Cloud
3604,25-34 years old,India,5982.0,Amazon Web Services (AWS)
3605,35-44 years old,France,67666.0,Amazon Web Services (AWS)
3606,25-34 years old,Germany,69814.0,No platform reported
3607,18-24 years old,Italy,22555.0,Cloudflare
3607,18-24 years old,Italy,22555.0,Google Cloud
3607,18-24 years old,Italy,22555.0,Oracle Cloud Infrastructure (OCI)
3607,18-24 years old,Italy,22555.0,Supabase
3608,45-54 years old,Sweden,57230.0,Amazon Web Services (AWS)
3608,45-54 years old,Sweden,57230.0,Microsoft Azure
3609,45-54 years old,Ireland,102036.0,No platform reported
3613,35-44 years old,Malaysia,38140.0,Fly.io
3613,35-44 years old,Malaysia,38140.0,Vercel
3614,35-44 years old,Malaysia,19070.0,Google Cloud
3614,35-44 years old,Malaysia,19070.0,Microsoft Azure
3615,35-44 years old,Netherlands,85925.0,No platform reported
3616,25-34 years old,Switzerland,106960.0,No platform reported
3618,25-34 years old,France,37055.0,Microsoft Azure
3619,45-54 years old,Denmark,90721.0,Microsoft Azure
3620,25-34 years old,Belgium,48333.0,Google Cloud
3620,25-34 years old,Belgium,48333.0,Microsoft Azure
3621,35-44 years old,Ukraine,48000.0,Amazon Web Services (AWS)
3621,35-44 years old,Ukraine,48000.0,Google Cloud
3622,35-44 years old,Ukraine,64178.0,No platform reported
3624,25-34 years old,Slovakia,37592.0,Amazon Web Services (AWS)
3624,25-34 years old,Slovakia,37592.0,Google Cloud
3624,25-34 years old,Slovakia,37592.0,Netlify
3625,45-54 years old,Uk,81528.0,No platform reported
3627,18-24 years old,France,53703.0,OVH
3628,35-44 years old,Netherlands,107406.0,Amazon Web Services (AWS)
3628,35-44 years old,Netherlands,107406.0,Databricks
3629,25-34 years old,Iran,24000.0,Cloudflare
3629,25-34 years old,Iran,24000.0,Hetzner
3629,25-34 years old,Iran,24000.0,Managed Hosting
3629,25-34 years old,Iran,24000.0,OpenStack
3629,25-34 years old,Iran,24000.0,OVH
3629,25-34 years old,Iran,24000.0,VMware
3630,25-34 years old,Iran,190080.0,Amazon Web Services (AWS)
3630,25-34 years old,Iran,190080.0,Firebase
3631,35-44 years old,Uk,54777.0,No platform reported
3632,35-44 years old,Uk,47134.0,No platform reported
3633,35-44 years old,Czech Republic,86870.0,Amazon Web Services (AWS)
3634,45-54 years old,France,49407.0,No platform reported
3635,18-24 years old,Benin,2617.0,Amazon Web Services (AWS)
3635,18-24 years old,Benin,2617.0,Cloudflare
3635,18-24 years old,Benin,2617.0,Hetzner
3635,18-24 years old,Benin,2617.0,"Linode, now Akamai"
3635,18-24 years old,Benin,2617.0,Supabase
3635,18-24 years old,Benin,2617.0,Vercel
3635,18-24 years old,Benin,2617.0,Vultr
3640,25-34 years old,Germany,75184.0,Amazon Web Services (AWS)
3640,25-34 years old,Germany,75184.0,Microsoft Azure
3640,25-34 years old,Germany,75184.0,OpenShift
3643,35-44 years old,Netherlands,85925.0,Amazon Web Services (AWS)
3643,35-44 years old,Netherlands,85925.0,Google Cloud
3643,35-44 years old,Netherlands,85925.0,Microsoft Azure
3644,25-34 years old,India,5982.0,Netlify
3646,45-54 years old,Germany,75184.0,No platform reported
3648,45-54 years old,Canada,72693.0,Firebase
3648,45-54 years old,Canada,72693.0,Google Cloud
3649,25-34 years old,Sri Lanka,16461.0,Amazon Web Services (AWS)
3649,25-34 years old,Sri Lanka,16461.0,Digital Ocean
3649,25-34 years old,Sri Lanka,16461.0,Google Cloud
3650,35-44 years old,Sweden,47072.0,No platform reported
3651,25-34 years old,Congo,12000.0,Amazon Web Services (AWS)
3651,25-34 years old,Congo,12000.0,Digital Ocean
3651,25-34 years old,Congo,12000.0,Firebase
3651,25-34 years old,Congo,12000.0,Google Cloud
3651,25-34 years old,Congo,12000.0,Heroku
3651,25-34 years old,Congo,12000.0,IBM Cloud Or Watson
3651,25-34 years old,Congo,12000.0,Microsoft Azure
3651,25-34 years old,Congo,12000.0,Netlify
3651,25-34 years old,Congo,12000.0,OVH
3651,25-34 years old,Congo,12000.0,PythonAnywhere
3651,25-34 years old,Congo,12000.0,Vercel
3651,25-34 years old,Congo,12000.0,VMware
3653,25-34 years old,Uk,70063.0,Amazon Web Services (AWS)
3653,25-34 years old,Uk,70063.0,Google Cloud
3653,25-34 years old,Uk,70063.0,Microsoft Azure
3653,25-34 years old,Uk,70063.0,Netlify
3655,25-34 years old,Czech Republic,30404.0,Microsoft Azure
3656,35-44 years old,Turkey,17435.0,Amazon Web Services (AWS)
3656,35-44 years old,Turkey,17435.0,Google Cloud
3656,35-44 years old,Turkey,17435.0,Microsoft Azure
3657,35-44 years old,Germany,55851.0,No platform reported
3658,25-34 years old,Italy,39740.0,Amazon Web Services (AWS)
3659,45-54 years old,Germany,107406.0,No platform reported
3661,45-54 years old,Netherlands,68740.0,Microsoft Azure
3662,25-34 years old,Austria,66162.0,Amazon Web Services (AWS)
3662,25-34 years old,Austria,66162.0,Managed Hosting
3664,25-34 years old,Uk,44586.0,Digital Ocean
3664,25-34 years old,Uk,44586.0,Microsoft Azure
3665,35-44 years old,Czech Republic,26061.0,Amazon Web Services (AWS)
3665,35-44 years old,Czech Republic,26061.0,Google Cloud
3665,35-44 years old,Czech Republic,26061.0,PythonAnywhere
3670,18-24 years old,Sweden,25181.0,No platform reported
3671,35-44 years old,Germany,75184.0,No platform reported
3672,18-24 years old,India,27516.0,Amazon Web Services (AWS)
3672,18-24 years old,India,27516.0,Cloudflare
3672,18-24 years old,India,27516.0,Databricks
3672,18-24 years old,India,27516.0,Digital Ocean
3672,18-24 years old,India,27516.0,Firebase
3672,18-24 years old,India,27516.0,Microsoft Azure
3672,18-24 years old,India,27516.0,Netlify
3672,18-24 years old,India,27516.0,Vercel
3672,18-24 years old,India,27516.0,VMware
3673,25-34 years old,Spain,53488.0,Amazon Web Services (AWS)
3673,25-34 years old,Spain,53488.0,Google Cloud
3673,25-34 years old,Spain,53488.0,Microsoft Azure
3673,25-34 years old,Spain,53488.0,Vercel
3675,18-24 years old,Greece,24016.0,Amazon Web Services (AWS)
3675,18-24 years old,Greece,24016.0,Digital Ocean
3675,18-24 years old,Greece,24016.0,Firebase
3675,18-24 years old,Greece,24016.0,Google Cloud
3675,18-24 years old,Greece,24016.0,"Linode, now Akamai"
3675,18-24 years old,Greece,24016.0,Microsoft Azure
3675,18-24 years old,Greece,24016.0,Netlify
3675,18-24 years old,Greece,24016.0,Vercel
3677,45-54 years old,Italy,48333.0,Amazon Web Services (AWS)
3677,45-54 years old,Italy,48333.0,Google Cloud
3677,45-54 years old,Italy,48333.0,OpenShift
3677,45-54 years old,Italy,48333.0,OpenStack
3677,45-54 years old,Italy,48333.0,Oracle Cloud Infrastructure (OCI)
3678,25-34 years old,Poland,76467.0,Cloudflare
3678,25-34 years old,Poland,76467.0,Databricks
3678,25-34 years old,Poland,76467.0,Fly.io
3679,25-34 years old,Syrian Arab Republic,3.0,Amazon Web Services (AWS)
3681,25-34 years old,Uk,82802.0,No platform reported
3684,25-34 years old,Uk,152865.0,No platform reported
3685,25-34 years old,South Africa,23704.0,Amazon Web Services (AWS)
3685,25-34 years old,South Africa,23704.0,Digital Ocean
3685,25-34 years old,South Africa,23704.0,Google Cloud
3685,25-34 years old,South Africa,23704.0,"Linode, now Akamai"
3685,25-34 years old,South Africa,23704.0,VMware
3689,25-34 years old,France,38666.0,No platform reported
3690,18-24 years old,Ukraine,57600.0,No platform reported
3693,35-44 years old,Poland,116803.0,Amazon Web Services (AWS)
3693,35-44 years old,Poland,116803.0,Databricks
3693,35-44 years old,Poland,116803.0,Firebase
3693,35-44 years old,Poland,116803.0,Google Cloud
3693,35-44 years old,Poland,116803.0,Microsoft Azure
3693,35-44 years old,Poland,116803.0,Vercel
3695,35-44 years old,Italy,59073.0,Amazon Web Services (AWS)
3695,35-44 years old,Italy,59073.0,Digital Ocean
3696,25-34 years old,Slovakia,3652.0,No platform reported
3697,18-24 years old,Switzerland,72421.0,Firebase
3697,18-24 years old,Switzerland,72421.0,Microsoft Azure
3698,35-44 years old,Netherlands,45111.0,No platform reported
3699,25-34 years old,Iraq,65518.0,No platform reported
3702,25-34 years old,Ukraine,23430.0,Firebase
3706,35-44 years old,Netherlands,79481.0,Microsoft Azure
3707,25-34 years old,France,44037.0,No platform reported
3708,45-54 years old,Taiwan,55592.0,Amazon Web Services (AWS)
3708,45-54 years old,Taiwan,55592.0,Google Cloud
3708,45-54 years old,Taiwan,55592.0,Microsoft Azure
3709,25-34 years old,Bulgaria,39544.0,Amazon Web Services (AWS)
3709,25-34 years old,Bulgaria,39544.0,Microsoft Azure
3713,25-34 years old,Ireland,150369.0,No platform reported
3717,25-34 years old,Lithuania,2900.0,No platform reported
3721,25-34 years old,Sweden,76307.0,Amazon Web Services (AWS)
3722,25-34 years old,Italy,32222.0,No platform reported
3724,45-54 years old,Uk,59872.0,Amazon Web Services (AWS)
3724,45-54 years old,Uk,59872.0,Microsoft Azure
3727,35-44 years old,Switzerland,120330.0,Google Cloud
3728,25-34 years old,Serbia,53703.0,"Linode, now Akamai"
3731,35-44 years old,Ukraine,12515.0,No platform reported
3732,25-34 years old,Namibia,33907.0,Amazon Web Services (AWS)
3732,25-34 years old,Namibia,33907.0,Databricks
3732,25-34 years old,Namibia,33907.0,Google Cloud
3733,25-34 years old,Czech Republic,86870.0,Amazon Web Services (AWS)
3734,25-34 years old,USA,60000.0,Cloudflare
3734,25-34 years old,USA,60000.0,Fly.io
3734,25-34 years old,USA,60000.0,Supabase
3734,25-34 years old,USA,60000.0,Vercel
3735,25-34 years old,Germany,91295.0,Amazon Web Services (AWS)
3735,25-34 years old,Germany,91295.0,Hetzner
3741,35-44 years old,Uk,114649.0,Amazon Web Services (AWS)
3742,35-44 years old,Sweden,5437.0,No platform reported
3745,35-44 years old,Ukraine,39494.0,Amazon Web Services (AWS)
3745,35-44 years old,Ukraine,39494.0,Google Cloud
3745,35-44 years old,Ukraine,39494.0,Hetzner
3745,35-44 years old,Ukraine,39494.0,Microsoft Azure
3746,35-44 years old,Germany,53703.0,Firebase
3746,35-44 years old,Germany,53703.0,Vercel
3747,18-24 years old,Ukraine,11848.0,Amazon Web Services (AWS)
3747,18-24 years old,Ukraine,11848.0,Microsoft Azure
3750,25-34 years old,France,85925.0,No platform reported
3751,25-34 years old,Ukraine,80000.0,Microsoft Azure
3755,25-34 years old,France,54777.0,Amazon Web Services (AWS)
3755,25-34 years old,France,54777.0,Heroku
3756,25-34 years old,Sweden,68677.0,Cloudflare
3760,25-34 years old,Netherlands,47259.0,OVH
3761,25-34 years old,Denmark,88129.0,No platform reported
3762,18-24 years old,France,1880.0,Google Cloud
3764,25-34 years old,Bangladesh,221.0,Amazon Web Services (AWS)
3764,25-34 years old,Bangladesh,221.0,Digital Ocean
3764,25-34 years old,Bangladesh,221.0,Vercel
3767,18-24 years old,Portugal,19333.0,No platform reported
3768,25-34 years old,Romania,38839.0,Amazon Web Services (AWS)
3768,25-34 years old,Romania,38839.0,Cloudflare
3768,25-34 years old,Romania,38839.0,Firebase
3768,25-34 years old,Romania,38839.0,Google Cloud
3768,25-34 years old,Romania,38839.0,Heroku
3768,25-34 years old,Romania,38839.0,Microsoft Azure
3768,25-34 years old,Romania,38839.0,Netlify
3770,35-44 years old,Sweden,57230.0,No platform reported
3771,35-44 years old,Ukraine,38666.0,Amazon Web Services (AWS)
3771,35-44 years old,Ukraine,38666.0,Google Cloud
3772,18-24 years old,India,8374.0,Amazon Web Services (AWS)
3772,18-24 years old,India,8374.0,Digital Ocean
3772,18-24 years old,India,8374.0,Heroku
3772,18-24 years old,India,8374.0,Netlify
3772,18-24 years old,India,8374.0,Vercel
3773,25-34 years old,Italy,85925.0,Amazon Web Services (AWS)
3775,55-64 years old,Norway,102950.0,Amazon Web Services (AWS)
3775,55-64 years old,Norway,102950.0,Microsoft Azure
3776,55-64 years old,Switzerland,167125.0,No platform reported
3777,25-34 years old,Germany,75184.0,Amazon Web Services (AWS)
3777,25-34 years old,Germany,75184.0,Google Cloud
3778,35-44 years old,Uk,67516.0,No platform reported
3779,25-34 years old,Italy,22555.0,Microsoft Azure
3779,25-34 years old,Italy,22555.0,Supabase
3780,25-34 years old,France,23629.0,OVH
3780,25-34 years old,France,23629.0,Scaleway
3781,25-34 years old,Hungary,62503.0,Hetzner
3782,25-34 years old,Slovakia,57999.0,Amazon Web Services (AWS)
3782,25-34 years old,Slovakia,57999.0,Firebase
3783,35-44 years old,France,48333.0,No platform reported
3785,25-34 years old,Greece,15359.0,Amazon Web Services (AWS)
3785,25-34 years old,Greece,15359.0,Google Cloud
3785,25-34 years old,Greece,15359.0,Microsoft Azure
3785,25-34 years old,Greece,15359.0,Oracle Cloud Infrastructure (OCI)
3785,25-34 years old,Greece,15359.0,VMware
3790,35-44 years old,Bulgaria,43938.0,Cloudflare
3791,35-44 years old,Norway,93591.0,No platform reported
3793,35-44 years old,Switzerland,77992.0,Digital Ocean
3793,35-44 years old,Switzerland,77992.0,Managed Hosting
3797,25-34 years old,Bangladesh,11379.0,Amazon Web Services (AWS)
3797,25-34 years old,Bangladesh,11379.0,Google Cloud
3798,25-34 years old,Ukraine,90000.0,Amazon Web Services (AWS)
3798,25-34 years old,Ukraine,90000.0,Google Cloud
3800,35-44 years old,Netherlands,154665.0,Amazon Web Services (AWS)
3800,35-44 years old,Netherlands,154665.0,Managed Hosting
3801,45-54 years old,France,44434.0,No platform reported
3803,25-34 years old,Italy,32222.0,Amazon Web Services (AWS)
3803,25-34 years old,Italy,32222.0,Managed Hosting
3804,18-24 years old,France,30933.0,No platform reported
3806,25-34 years old,USA,90000.0,No platform reported
3811,35-44 years old,Czech Republic,39091.0,No platform reported
3812,25-34 years old,Germany,42962.0,No platform reported
3815,18-24 years old,Poland,23757.0,No platform reported
3816,25-34 years old,Denmark,51841.0,Amazon Web Services (AWS)
3816,25-34 years old,Denmark,51841.0,Firebase
3816,25-34 years old,Denmark,51841.0,Google Cloud
3817,45-54 years old,Denmark,112322.0,Microsoft Azure
3818,25-34 years old,Germany,64444.0,No platform reported
3819,18-24 years old,Chile,11.0,Cloudflare
3819,18-24 years old,Chile,11.0,Digital Ocean
3820,18-24 years old,Germany,54777.0,No platform reported
3825,65 years or older,USA,101000.0,No platform reported
3826,35-44 years old,Kyrgyzstan,19333.0,Amazon Web Services (AWS)
3827,25-34 years old,Pakistan,34455.0,Alibaba Cloud
3827,25-34 years old,Pakistan,34455.0,Amazon Web Services (AWS)
3827,25-34 years old,Pakistan,34455.0,Digital Ocean
3827,25-34 years old,Pakistan,34455.0,Firebase
3827,25-34 years old,Pakistan,34455.0,Google Cloud
3827,25-34 years old,Pakistan,34455.0,Heroku
3827,25-34 years old,Pakistan,34455.0,Microsoft Azure
3828,35-44 years old,Germany,44122.0,No platform reported
3829,35-44 years old,Ukraine,42000.0,Amazon Web Services (AWS)
3830,25-34 years old,Poland,40089.0,Google Cloud
3832,35-44 years old,Turkey,2500.0,No platform reported
3833,25-34 years old,Israel,156508.0,Amazon Web Services (AWS)
3833,25-34 years old,Israel,156508.0,Google Cloud
3833,25-34 years old,Israel,156508.0,Microsoft Azure
3836,35-44 years old,Czech Republic,43435.0,No platform reported
3837,35-44 years old,Norway,63642.0,Microsoft Azure
3838,25-34 years old,Poland,47513.0,Amazon Web Services (AWS)
3838,25-34 years old,Poland,47513.0,Heroku
3838,25-34 years old,Poland,47513.0,Microsoft Azure
3839,18-24 years old,Malta,50481.0,Amazon Web Services (AWS)
3839,18-24 years old,Malta,50481.0,Cloudflare
3839,18-24 years old,Malta,50481.0,Microsoft Azure
3840,35-44 years old,Turkey,64919.0,Amazon Web Services (AWS)
3840,35-44 years old,Turkey,64919.0,Cloudflare
3840,35-44 years old,Turkey,64919.0,Firebase
3840,35-44 years old,Turkey,64919.0,Google Cloud
3840,35-44 years old,Turkey,64919.0,IBM Cloud Or Watson
3840,35-44 years old,Turkey,64919.0,Microsoft Azure
3840,35-44 years old,Turkey,64919.0,VMware
3842,25-34 years old,Hong Kong (S.A.R.),126714.0,No platform reported
3843,35-44 years old,Uk,169426.0,Amazon Web Services (AWS)
3843,35-44 years old,Uk,169426.0,Microsoft Azure
3845,25-34 years old,Germany,75184.0,Cloudflare
3845,25-34 years old,Germany,75184.0,Hetzner
3847,25-34 years old,Croatia,11815.0,No platform reported
3852,25-34 years old,Spain,73.0,No platform reported
3853,18-24 years old,Sweden,42465.0,Cloudflare
3853,18-24 years old,Sweden,42465.0,Google Cloud
3853,18-24 years old,Sweden,42465.0,Hetzner
3854,35-44 years old,Norway,78617.0,No platform reported
3855,35-44 years old,Czech Republic,108587.0,No platform reported
3856,18-24 years old,Austria,64444.0,No platform reported
3857,35-44 years old,Poland,58291.0,Amazon Web Services (AWS)
3858,18-24 years old,Australia,43604.0,Microsoft Azure
3858,18-24 years old,Australia,43604.0,Vercel
3858,18-24 years old,Australia,43604.0,VMware
3859,35-44 years old,Czech Republic,98480.0,No platform reported
3860,18-24 years old,New Zealand,46092.0,Amazon Web Services (AWS)
3860,18-24 years old,New Zealand,46092.0,Cloudflare
3860,18-24 years old,New Zealand,46092.0,Google Cloud
3860,18-24 years old,New Zealand,46092.0,Vercel
3863,35-44 years old,Uk,47134.0,Amazon Web Services (AWS)
3863,35-44 years old,Uk,47134.0,Microsoft Azure
3865,25-34 years old,Uk,66242.0,Amazon Web Services (AWS)
3865,25-34 years old,Uk,66242.0,Cloudflare
3865,25-34 years old,Uk,66242.0,Microsoft Azure
3866,45-54 years old,Uk,85350.0,Cloudflare
3866,45-54 years old,Uk,85350.0,Microsoft Azure
3868,35-44 years old,Denmark,129602.0,Databricks
3868,35-44 years old,Denmark,129602.0,Digital Ocean
3868,35-44 years old,Denmark,129602.0,Fly.io
3868,35-44 years old,Denmark,129602.0,Hetzner
3870,25-34 years old,Germany,64444.0,No platform reported
3873,25-34 years old,Austria,88073.0,No platform reported
3876,25-34 years old,Germany,69814.0,No platform reported
3877,25-34 years old,Belgium,39740.0,No platform reported
3879,35-44 years old,Ukraine,1481.0,Digital Ocean
3881,18-24 years old,Ukraine,210.0,Amazon Web Services (AWS)
3881,18-24 years old,Ukraine,210.0,Cloudflare
3881,18-24 years old,Ukraine,210.0,Google Cloud
3881,18-24 years old,Ukraine,210.0,Heroku
3882,35-44 years old,India,38762.0,Amazon Web Services (AWS)
3882,35-44 years old,India,38762.0,Google Cloud
3884,45-54 years old,Luxembourg,101281.0,No platform reported
3886,35-44 years old,Finland,85925.0,Google Cloud
3887,35-44 years old,Uk,210190.0,Microsoft Azure
3889,25-34 years old,Sweden,66387.0,Amazon Web Services (AWS)
3889,25-34 years old,Sweden,66387.0,Google Cloud
3889,25-34 years old,Sweden,66387.0,Microsoft Azure
3891,25-34 years old,France,1.0,OpenShift
3892,25-34 years old,Ukraine,6000.0,Google Cloud
3895,35-44 years old,Morocco,26129.0,Amazon Web Services (AWS)
3895,35-44 years old,Morocco,26129.0,Managed Hosting
3895,35-44 years old,Morocco,26129.0,Microsoft Azure
3895,35-44 years old,Morocco,26129.0,Oracle Cloud Infrastructure (OCI)
3895,35-44 years old,Morocco,26129.0,OVH
3898,35-44 years old,Italy,59073.0,Amazon Web Services (AWS)
3900,55-64 years old,Uk,127388.0,Amazon Web Services (AWS)
3900,55-64 years old,Uk,127388.0,Cloudflare
3900,55-64 years old,Uk,127388.0,Google Cloud
3902,35-44 years old,Latvia,55422.0,No platform reported
3903,25-34 years old,Uk,99363.0,Firebase
3904,25-34 years old,India,14356.0,Amazon Web Services (AWS)
3904,25-34 years old,India,14356.0,Google Cloud
3904,25-34 years old,India,14356.0,Microsoft Azure
3906,25-34 years old,Sweden,46586.0,Amazon Web Services (AWS)
3907,25-34 years old,Ukraine,4937.0,Firebase
3907,25-34 years old,Ukraine,4937.0,Google Cloud
3908,35-44 years old,India,23927.0,Microsoft Azure
3909,25-34 years old,Lao People's Democratic Republic,2760.0,Amazon Web Services (AWS)
3909,25-34 years old,Lao People's Democratic Republic,2760.0,Digital Ocean
3909,25-34 years old,Lao People's Democratic Republic,2760.0,Firebase
3909,25-34 years old,Lao People's Democratic Republic,2760.0,Heroku
3911,35-44 years old,Bulgaria,52726.0,No platform reported
3912,25-34 years old,France,62296.0,No platform reported
3913,45-54 years old,Denmark,100801.0,No platform reported
3914,35-44 years old,Slovenia,82703.0,Firebase
