ResponseId,Age,Country_Normalized,ConvertedCompYearly,DatabaseWantToWorkWith
22807,25-34 years old,Denmark,86401.0,SQLite
22808,25-34 years old,India,5742.0,Microsoft SQL Server
22808,25-34 years old,India,5742.0,MySQL
22808,25-34 years old,India,5742.0,SQLite
22809,35-44 years old,Austria,80555.0,Elasticsearch
22809,35-44 years old,Austria,80555.0,Redis
22810,25-34 years old,Ukraine,617.0,MongoDB
22810,25-34 years old,Ukraine,617.0,PostgreSQL
22811,25-34 years old,India,35890.0,Cassandra
22811,25-34 years old,India,35890.0,Cloud Firestore
22811,25-34 years old,India,35890.0,Dynamodb
22811,25-34 years old,India,35890.0,Elasticsearch
22811,25-34 years old,India,35890.0,MariaDB
22811,25-34 years old,India,35890.0,MongoDB
22811,25-34 years old,India,35890.0,MySQL
22811,25-34 years old,India,35890.0,PostgreSQL
22811,25-34 years old,India,35890.0,Redis
22812,25-34 years old,Japan,70008.0,No database reported
22813,18-24 years old,Slovakia,10311.0,PostgreSQL
22813,18-24 years old,Slovakia,10311.0,SQLite
22816,25-34 years old,Australia,145345.0,Cockroachdb
22816,25-34 years old,Australia,145345.0,PostgreSQL
22816,25-34 years old,Australia,145345.0,Redis
22818,25-34 years old,Ukraine,36000.0,No database reported
22820,18-24 years old,Germany,6444.0,No database reported
22821,25-34 years old,USA,200000.0,Dynamodb
22821,25-34 years old,USA,200000.0,PostgreSQL
22822,55-64 years old,India,11963.0,No database reported
22824,25-34 years old,India,14356.0,BigQuery
22824,25-34 years old,India,14356.0,Cassandra
22824,25-34 years old,India,14356.0,Cosmos DB
22824,25-34 years old,India,14356.0,Elasticsearch
22824,25-34 years old,India,14356.0,MongoDB
22824,25-34 years old,India,14356.0,MySQL
22824,25-34 years old,India,14356.0,Redis
22824,25-34 years old,India,14356.0,SQLite
22826,25-34 years old,Australia,33033.0,MariaDB
22826,25-34 years old,Australia,33033.0,MongoDB
22826,25-34 years old,Australia,33033.0,MySQL
22830,35-44 years old,Ukraine,32000.0,Microsoft SQL Server
22831,25-34 years old,Germany,57999.0,MongoDB
22833,55-64 years old,Uk,159235.0,Couchbase
22833,55-64 years old,Uk,159235.0,IBM DB2
22833,55-64 years old,Uk,159235.0,PostgreSQL
22833,55-64 years old,Uk,159235.0,Redis
22833,55-64 years old,Uk,159235.0,SQLite
22834,25-34 years old,Canada,151928.0,PostgreSQL
22834,25-34 years old,Canada,151928.0,SQLite
22837,25-34 years old,India,4546.0,No database reported
22838,35-44 years old,Sweden,54369.0,DuckDB
22838,35-44 years old,Sweden,54369.0,PostgreSQL
22838,35-44 years old,Sweden,54369.0,SQLite
22839,25-34 years old,Singapore,88699.0,PostgreSQL
22839,25-34 years old,Singapore,88699.0,Redis
22840,25-34 years old,USA,115000.0,PostgreSQL
22840,25-34 years old,USA,115000.0,Redis
22840,25-34 years old,USA,115000.0,SQLite
22844,35-44 years old,USA,83000.0,PostgreSQL
22845,35-44 years old,New Zealand,202807.0,Dynamodb
22845,35-44 years old,New Zealand,202807.0,Microsoft SQL Server
22845,35-44 years old,New Zealand,202807.0,MySQL
22845,35-44 years old,New Zealand,202807.0,Redis
22846,18-24 years old,Indonesia,5888.0,Cloud Firestore
22846,18-24 years old,Indonesia,5888.0,Cockroachdb
22846,18-24 years old,Indonesia,5888.0,Couch DB
22846,18-24 years old,Indonesia,5888.0,Couchbase
22846,18-24 years old,Indonesia,5888.0,Dynamodb
22846,18-24 years old,Indonesia,5888.0,Elasticsearch
22846,18-24 years old,Indonesia,5888.0,Firebase Realtime Database
22846,18-24 years old,Indonesia,5888.0,Redis
22846,18-24 years old,Indonesia,5888.0,SQLite
22848,45-54 years old,USA,120000.0,MariaDB
22848,45-54 years old,USA,120000.0,MySQL
22848,45-54 years old,USA,120000.0,PostgreSQL
22849,35-44 years old,Czech Republic,4865.0,MongoDB
22853,18-24 years old,Australia,85886.0,Microsoft SQL Server
22853,18-24 years old,Australia,85886.0,PostgreSQL
22853,18-24 years old,Australia,85886.0,Supabase
22854,18-24 years old,Canada,45070.0,PostgreSQL
22855,25-34 years old,Ukraine,4937.0,No database reported
22856,25-34 years old,Germany,64444.0,No database reported
22858,25-34 years old,Czech Republic,31273.0,MySQL
22861,18-24 years old,India,5264.0,BigQuery
22861,18-24 years old,India,5264.0,Cosmos DB
22861,18-24 years old,India,5264.0,Couch DB
22861,18-24 years old,India,5264.0,Databricks SQL
22861,18-24 years old,India,5264.0,EventStoreDB
22861,18-24 years old,India,5264.0,IBM DB2
22861,18-24 years old,India,5264.0,InfluxDB
22861,18-24 years old,India,5264.0,MariaDB
22861,18-24 years old,India,5264.0,Microsoft Access
22861,18-24 years old,India,5264.0,Microsoft SQL Server
22861,18-24 years old,India,5264.0,MongoDB
22861,18-24 years old,India,5264.0,MySQL
22861,18-24 years old,India,5264.0,Oracle
22861,18-24 years old,India,5264.0,PostgreSQL
22861,18-24 years old,India,5264.0,Snowflake
22861,18-24 years old,India,5264.0,SQLite
22862,25-34 years old,Honduras,4573.0,Dynamodb
22862,25-34 years old,Honduras,4573.0,Elasticsearch
22862,25-34 years old,Honduras,4573.0,Redis
22863,35-44 years old,India,6759.0,Firebase Realtime Database
22863,35-44 years old,India,6759.0,MariaDB
22863,35-44 years old,India,6759.0,MongoDB
22863,35-44 years old,India,6759.0,MySQL
22863,35-44 years old,India,6759.0,SQLite
22867,25-34 years old,USA,173000.0,PostgreSQL
22867,25-34 years old,USA,173000.0,Supabase
22869,25-34 years old,Singapore,74285.0,Datomic
22869,25-34 years old,Singapore,74285.0,Elasticsearch
22869,25-34 years old,Singapore,74285.0,MariaDB
22872,25-34 years old,Netherlands,59073.0,Microsoft SQL Server
22873,25-34 years old,Netherlands,67666.0,SQLite
22874,25-34 years old,Slovakia,103110.0,Clickhouse
22874,25-34 years old,Slovakia,103110.0,Dynamodb
22874,25-34 years old,Slovakia,103110.0,Elasticsearch
22874,25-34 years old,Slovakia,103110.0,InfluxDB
22874,25-34 years old,Slovakia,103110.0,MySQL
22874,25-34 years old,Slovakia,103110.0,PostgreSQL
22874,25-34 years old,Slovakia,103110.0,Redis
22874,25-34 years old,Slovakia,103110.0,SQLite
22877,25-34 years old,United Arab Emirates,81679.0,Microsoft SQL Server
22877,25-34 years old,United Arab Emirates,81679.0,MongoDB
22877,25-34 years old,United Arab Emirates,81679.0,PostgreSQL
22878,35-44 years old,Germany,103110.0,Datomic
22878,35-44 years old,Germany,103110.0,DuckDB
22880,25-34 years old,Romania,28914.0,No database reported
22881,35-44 years old,Australia,94474.0,Elasticsearch
22881,35-44 years old,Australia,94474.0,MongoDB
22883,25-34 years old,India,29909.0,PostgreSQL
22885,25-34 years old,Norway,79552.0,No database reported
22886,45-54 years old,Germany,85925.0,MariaDB
22886,45-54 years old,Germany,85925.0,MongoDB
22886,45-54 years old,Germany,85925.0,PostgreSQL
22886,45-54 years old,Germany,85925.0,SQLite
22887,25-34 years old,Australia,54504.0,Cockroachdb
22887,25-34 years old,Australia,54504.0,PostgreSQL
22887,25-34 years old,Australia,54504.0,Redis
22890,25-34 years old,Ukraine,40000.0,Elasticsearch
22890,25-34 years old,Ukraine,40000.0,MySQL
22890,25-34 years old,Ukraine,40000.0,Redis
22894,25-34 years old,Germany,96666.0,PostgreSQL
22897,45-54 years old,South Africa,107617.0,MySQL
22897,45-54 years old,South Africa,107617.0,PostgreSQL
22900,25-34 years old,USA,175000.0,Dynamodb
22902,35-44 years old,Uk,216559.0,No database reported
22903,25-34 years old,Colombia,18168.0,No database reported
22908,25-34 years old,Thailand,29427.0,No database reported
22911,25-34 years old,Israel,113334.0,No database reported
22913,25-34 years old,USA,103000.0,Elasticsearch
22913,25-34 years old,USA,103000.0,MariaDB
22913,25-34 years old,USA,103000.0,MongoDB
22913,25-34 years old,USA,103000.0,Redis
22914,18-24 years old,Germany,21481.0,MariaDB
22914,18-24 years old,Germany,21481.0,PostgreSQL
22914,18-24 years old,Germany,21481.0,Redis
22914,18-24 years old,Germany,21481.0,SQLite
22917,45-54 years old,Canada,72693.0,Elasticsearch
22917,45-54 years old,Canada,72693.0,IBM DB2
22917,45-54 years old,Canada,72693.0,MySQL
22917,45-54 years old,Canada,72693.0,Redis
22918,35-44 years old,Germany,92799.0,Oracle
22920,45-54 years old,Austria,107406.0,Elasticsearch
22920,45-54 years old,Austria,107406.0,Microsoft SQL Server
22920,45-54 years old,Austria,107406.0,PostgreSQL
22920,45-54 years old,Austria,107406.0,SQLite
22920,45-54 years old,Austria,107406.0,Supabase
22921,35-44 years old,France,64444.0,PostgreSQL
22921,35-44 years old,France,64444.0,SQLite
22922,25-34 years old,India,69388.0,MySQL
22923,45-54 years old,Uk,82802.0,Cosmos DB
22923,45-54 years old,Uk,82802.0,Microsoft SQL Server
22925,25-34 years old,USA,160000.0,No database reported
22926,25-34 years old,Germany,71962.0,No database reported
22931,35-44 years old,Hungary,70656.0,Cockroachdb
22931,35-44 years old,Hungary,70656.0,Cosmos DB
22931,35-44 years old,Hungary,70656.0,Elasticsearch
22931,35-44 years old,Hungary,70656.0,Firebase Realtime Database
22931,35-44 years old,Hungary,70656.0,Microsoft SQL Server
22932,35-44 years old,Germany,90221.0,Databricks SQL
22932,35-44 years old,Germany,90221.0,MariaDB
22932,35-44 years old,Germany,90221.0,Oracle
22932,35-44 years old,Germany,90221.0,SQLite
22934,25-34 years old,Canada,116309.0,Elasticsearch
22934,25-34 years old,Canada,116309.0,InfluxDB
22934,25-34 years old,Canada,116309.0,PostgreSQL
22935,45-54 years old,Germany,128887.0,PostgreSQL
22941,25-34 years old,Slovenia,64444.0,No database reported
22942,25-34 years old,Germany,67666.0,Microsoft SQL Server
22942,25-34 years old,Germany,67666.0,PostgreSQL
22942,25-34 years old,Germany,67666.0,SQLite
22943,25-34 years old,Ukraine,4000.0,No database reported
22944,18-24 years old,Czech Republic,30404.0,No database reported
22945,25-34 years old,Netherlands,41888.0,No database reported
22951,45-54 years old,South Africa,59189.0,PostgreSQL
22951,45-54 years old,South Africa,59189.0,SQLite
22953,35-44 years old,Czech Republic,65152.0,Firebird
22953,35-44 years old,Czech Republic,65152.0,PostgreSQL
22955,25-34 years old,Sweden,57230.0,PostgreSQL
22955,25-34 years old,Sweden,57230.0,Redis
22956,35-44 years old,Switzerland,206121.0,No database reported
22957,18-24 years old,Ukraine,3250.0,MySQL
22957,18-24 years old,Ukraine,3250.0,PostgreSQL
22958,18-24 years old,Austria,59073.0,No database reported
22959,35-44 years old,USA,175000.0,No database reported
22963,35-44 years old,Japan,95466.0,Elasticsearch
22965,25-34 years old,France,27926.0,No database reported
22967,25-34 years old,USA,100000.0,Databricks SQL
22967,25-34 years old,USA,100000.0,PostgreSQL
22967,25-34 years old,USA,100000.0,Redis
22969,25-34 years old,Israel,38857.0,BigQuery
22969,25-34 years old,Israel,38857.0,MongoDB
22970,45-54 years old,India,27516.0,Dynamodb
22970,45-54 years old,India,27516.0,Elasticsearch
22970,45-54 years old,India,27516.0,H2
22970,45-54 years old,India,27516.0,PostgreSQL
22972,35-44 years old,Switzerland,132586.0,Microsoft SQL Server
22972,35-44 years old,Switzerland,132586.0,MongoDB
22972,35-44 years old,Switzerland,132586.0,MySQL
22972,35-44 years old,Switzerland,132586.0,Redis
22972,35-44 years old,Switzerland,132586.0,SQLite
22973,45-54 years old,Australia,112312.0,MongoDB
22974,35-44 years old,Belgium,128887.0,PostgreSQL
22974,35-44 years old,Belgium,128887.0,SQLite
22976,18-24 years old,Germany,51555.0,PostgreSQL
22976,18-24 years old,Germany,51555.0,Redis
22977,25-34 years old,Germany,12889.0,No database reported
22979,25-34 years old,France,42962.0,Firebase Realtime Database
22979,25-34 years old,France,42962.0,MariaDB
22979,25-34 years old,France,42962.0,MongoDB
22979,25-34 years old,France,42962.0,MySQL
22979,25-34 years old,France,42962.0,PostgreSQL
22981,25-34 years old,Germany,128887.0,PostgreSQL
22984,18-24 years old,USA,80000.0,MariaDB
22984,18-24 years old,USA,80000.0,MySQL
22984,18-24 years old,USA,80000.0,SQLite
22985,35-44 years old,Czech Republic,54467.0,Firebase Realtime Database
22985,35-44 years old,Czech Republic,54467.0,SQLite
22987,18-24 years old,Sri Lanka,296.0,Cloud Firestore
22987,18-24 years old,Sri Lanka,296.0,Cosmos DB
22987,18-24 years old,Sri Lanka,296.0,Elasticsearch
22987,18-24 years old,Sri Lanka,296.0,Firebase Realtime Database
22987,18-24 years old,Sri Lanka,296.0,MariaDB
22987,18-24 years old,Sri Lanka,296.0,Microsoft SQL Server
22987,18-24 years old,Sri Lanka,296.0,MongoDB
22987,18-24 years old,Sri Lanka,296.0,MySQL
22987,18-24 years old,Sri Lanka,296.0,PostgreSQL
22987,18-24 years old,Sri Lanka,296.0,Redis
22987,18-24 years old,Sri Lanka,296.0,SQLite
22987,18-24 years old,Sri Lanka,296.0,Supabase
22988,25-34 years old,Montenegro,37592.0,PostgreSQL
22988,25-34 years old,Montenegro,37592.0,Solr
22990,25-34 years old,United Arab Emirates,63383.0,Cassandra
22990,25-34 years old,United Arab Emirates,63383.0,Couch DB
22990,25-34 years old,United Arab Emirates,63383.0,Elasticsearch
22990,25-34 years old,United Arab Emirates,63383.0,MongoDB
22990,25-34 years old,United Arab Emirates,63383.0,MySQL
22990,25-34 years old,United Arab Emirates,63383.0,PostgreSQL
22990,25-34 years old,United Arab Emirates,63383.0,Redis
22990,25-34 years old,United Arab Emirates,63383.0,SQLite
22991,25-34 years old,Germany,91295.0,DuckDB
22991,25-34 years old,Germany,91295.0,Dynamodb
22991,25-34 years old,Germany,91295.0,Elasticsearch
22991,25-34 years old,Germany,91295.0,PostgreSQL
22992,25-34 years old,France,61866.0,No database reported
22993,25-34 years old,Italy,42962.0,PostgreSQL
22994,18-24 years old,Kosovo,1289.0,Elasticsearch
22994,18-24 years old,Kosovo,1289.0,Firebase Realtime Database
22994,18-24 years old,Kosovo,1289.0,Microsoft SQL Server
22994,18-24 years old,Kosovo,1289.0,MySQL
22994,18-24 years old,Kosovo,1289.0,PostgreSQL
22996,25-34 years old,New Zealand,61457.0,Elasticsearch
22996,25-34 years old,New Zealand,61457.0,SQLite
22997,18-24 years old,Nepal,2241.0,Firebase Realtime Database
22997,18-24 years old,Nepal,2241.0,PostgreSQL
22998,35-44 years old,Germany,214812.0,Datomic
22998,35-44 years old,Germany,214812.0,DuckDB
22999,18-24 years old,India,23927.0,Cloud Firestore
22999,18-24 years old,India,23927.0,Firebase Realtime Database
22999,18-24 years old,India,23927.0,MongoDB
22999,18-24 years old,India,23927.0,SQLite
22999,18-24 years old,India,23927.0,Supabase
23000,18-24 years old,Poland,14848.0,MongoDB
23000,18-24 years old,Poland,14848.0,MySQL
23000,18-24 years old,Poland,14848.0,PostgreSQL
23000,18-24 years old,Poland,14848.0,SQLite
23001,25-34 years old,India,26320.0,BigQuery
23001,25-34 years old,India,26320.0,Cassandra
23001,25-34 years old,India,26320.0,Cockroachdb
23001,25-34 years old,India,26320.0,Cosmos DB
23001,25-34 years old,India,26320.0,Couch DB
23001,25-34 years old,India,26320.0,Couchbase
23001,25-34 years old,India,26320.0,Datomic
23001,25-34 years old,India,26320.0,Dynamodb
23001,25-34 years old,India,26320.0,Elasticsearch
23001,25-34 years old,India,26320.0,InfluxDB
23001,25-34 years old,India,26320.0,MariaDB
23001,25-34 years old,India,26320.0,MySQL
23001,25-34 years old,India,26320.0,Redis
23004,25-34 years old,India,41872.0,BigQuery
23004,25-34 years old,India,41872.0,Cassandra
23004,25-34 years old,India,41872.0,Cosmos DB
23004,25-34 years old,India,41872.0,Dynamodb
23004,25-34 years old,India,41872.0,Elasticsearch
23004,25-34 years old,India,41872.0,Microsoft SQL Server
23004,25-34 years old,India,41872.0,PostgreSQL
23004,25-34 years old,India,41872.0,Redis
23004,25-34 years old,India,41872.0,Snowflake
23004,25-34 years old,India,41872.0,Solr
23004,25-34 years old,India,41872.0,Supabase
23005,35-44 years old,Czech Republic,47778.0,MariaDB
23005,35-44 years old,Czech Republic,47778.0,MongoDB
23005,35-44 years old,Czech Republic,47778.0,MySQL
23005,35-44 years old,Czech Republic,47778.0,Redis
23007,Under 18 years old,Zimbabwe,30000.0,MongoDB
23007,Under 18 years old,Zimbabwe,30000.0,PostgreSQL
23007,Under 18 years old,Zimbabwe,30000.0,Redis
23007,Under 18 years old,Zimbabwe,30000.0,SQLite
23007,Under 18 years old,Zimbabwe,30000.0,Supabase
23008,35-44 years old,Italy,42962.0,Microsoft SQL Server
23009,25-34 years old,Germany,85925.0,Datomic
23009,25-34 years old,Germany,85925.0,SQLite
23010,25-34 years old,New Zealand,175151.0,SQLite
23011,35-44 years old,Germany,107406.0,SQLite
23014,35-44 years old,Cyprus,53419.0,MariaDB
23014,35-44 years old,Cyprus,53419.0,Microsoft SQL Server
23014,35-44 years old,Cyprus,53419.0,MySQL
23014,35-44 years old,Cyprus,53419.0,SQLite
23015,25-34 years old,Australia,97117.0,Neo4J
23015,25-34 years old,Australia,97117.0,PostgreSQL
23015,25-34 years old,Australia,97117.0,SQLite
23019,25-34 years old,Sweden,71538.0,H2
23019,25-34 years old,Sweden,71538.0,MongoDB
23019,25-34 years old,Sweden,71538.0,PostgreSQL
23019,25-34 years old,Sweden,71538.0,Redis
23019,25-34 years old,Sweden,71538.0,SQLite
23020,35-44 years old,Germany,75184.0,No database reported
23025,35-44 years old,Sweden,84796.0,PostgreSQL
23025,35-44 years old,Sweden,84796.0,SQLite
23026,45-54 years old,Germany,81629.0,No database reported
23030,25-34 years old,Germany,76258.0,PostgreSQL
23031,25-34 years old,Pakistan,7178.0,Cloud Firestore
23031,25-34 years old,Pakistan,7178.0,Dynamodb
23031,25-34 years old,Pakistan,7178.0,Firebase Realtime Database
23031,25-34 years old,Pakistan,7178.0,MongoDB
23031,25-34 years old,Pakistan,7178.0,MySQL
23031,25-34 years old,Pakistan,7178.0,PostgreSQL
23031,25-34 years old,Pakistan,7178.0,Redis
23032,25-34 years old,Nigeria,4385.0,Cosmos DB
23032,25-34 years old,Nigeria,4385.0,Microsoft SQL Server
23032,25-34 years old,Nigeria,4385.0,Oracle
23032,25-34 years old,Nigeria,4385.0,Redis
23032,25-34 years old,Nigeria,4385.0,SQLite
23033,25-34 years old,Netherlands,53703.0,MongoDB
23033,25-34 years old,Netherlands,53703.0,PostgreSQL
23037,45-54 years old,Austria,75184.0,Couch DB
23038,25-34 years old,Pakistan,7178.0,Elasticsearch
23038,25-34 years old,Pakistan,7178.0,MongoDB
23038,25-34 years old,Pakistan,7178.0,MySQL
23038,25-34 years old,Pakistan,7178.0,PostgreSQL
23038,25-34 years old,Pakistan,7178.0,Redis
23038,25-34 years old,Pakistan,7178.0,Snowflake
23039,25-34 years old,Hong Kong (S.A.R.),38398.0,MySQL
23039,25-34 years old,Hong Kong (S.A.R.),38398.0,PostgreSQL
23041,35-44 years old,Germany,96666.0,PostgreSQL
23041,35-44 years old,Germany,96666.0,SQLite
23042,25-34 years old,Poland,89087.0,No database reported
23043,25-34 years old,Taiwan,200000.0,Clickhouse
23043,25-34 years old,Taiwan,200000.0,PostgreSQL
23043,25-34 years old,Taiwan,200000.0,Snowflake
23043,25-34 years old,Taiwan,200000.0,SQLite
23044,25-34 years old,Netherlands,60663.0,No database reported
23046,18-24 years old,Iran,1663.0,MongoDB
23046,18-24 years old,Iran,1663.0,MySQL
23046,18-24 years old,Iran,1663.0,Redis
23046,18-24 years old,Iran,1663.0,SQLite
23047,45-54 years old,Spain,107406.0,No database reported
23049,18-24 years old,Côte d'Ivoire,34896.0,MySQL
23050,25-34 years old,Germany,71962.0,No database reported
23051,25-34 years old,Hungary,52503.0,PostgreSQL
23051,25-34 years old,Hungary,52503.0,Redis
23051,25-34 years old,Hungary,52503.0,SQLite
23054,25-34 years old,Germany,65518.0,No database reported
23055,35-44 years old,India,26320.0,MariaDB
23055,35-44 years old,India,26320.0,MySQL
23056,25-34 years old,Germany,77332.0,No database reported
23057,18-24 years old,India,21821.0,Cassandra
23057,18-24 years old,India,21821.0,Cockroachdb
23057,18-24 years old,India,21821.0,Couch DB
23057,18-24 years old,India,21821.0,Couchbase
23057,18-24 years old,India,21821.0,Dynamodb
23057,18-24 years old,India,21821.0,Elasticsearch
23057,18-24 years old,India,21821.0,MongoDB
23057,18-24 years old,India,21821.0,MySQL
23057,18-24 years old,India,21821.0,PostgreSQL
23058,35-44 years old,Spain,90221.0,MongoDB
23058,35-44 years old,Spain,90221.0,PostgreSQL
23058,35-44 years old,Spain,90221.0,Redis
23059,25-34 years old,Ukraine,54305.0,MongoDB
23059,25-34 years old,Ukraine,54305.0,MySQL
23059,25-34 years old,Ukraine,54305.0,SQLite
23062,55-64 years old,South Africa,77484.0,No database reported
23063,25-34 years old,Germany,53435.0,MySQL
23063,25-34 years old,Germany,53435.0,Neo4J
23063,25-34 years old,Germany,53435.0,SQLite
23066,25-34 years old,Belgium,42962.0,No database reported
23067,35-44 years old,Belgium,67666.0,MariaDB
23067,35-44 years old,Belgium,67666.0,MongoDB
23067,35-44 years old,Belgium,67666.0,PostgreSQL
23067,35-44 years old,Belgium,67666.0,Redis
23068,25-34 years old,Netherlands,50803.0,No database reported
23069,18-24 years old,India,13160.0,No database reported
23070,25-34 years old,Ukraine,59241.0,BigQuery
23070,25-34 years old,Ukraine,59241.0,PostgreSQL
23070,25-34 years old,Ukraine,59241.0,Snowflake
23071,25-34 years old,USA,180000.0,No database reported
23072,18-24 years old,Czech Republic,21717.0,No database reported
23075,35-44 years old,Germany,98814.0,No database reported
23076,18-24 years old,Ukraine,1800.0,No database reported
23078,18-24 years old,Germany,10741.0,PostgreSQL
23081,35-44 years old,Estonia,3867.0,Microsoft SQL Server
23081,35-44 years old,Estonia,3867.0,PostgreSQL
23082,25-34 years old,France,53703.0,No database reported
23084,35-44 years old,Belgium,107406.0,Databricks SQL
23084,35-44 years old,Belgium,107406.0,Elasticsearch
23084,35-44 years old,Belgium,107406.0,PostgreSQL
23084,35-44 years old,Belgium,107406.0,Redis
23086,35-44 years old,Hungary,77332.0,Microsoft SQL Server
23086,35-44 years old,Hungary,77332.0,SQLite
23088,25-34 years old,Ukraine,1358.0,No database reported
23089,35-44 years old,Turkey,161109.0,Cassandra
23089,35-44 years old,Turkey,161109.0,Datomic
23089,35-44 years old,Turkey,161109.0,Elasticsearch
23089,35-44 years old,Turkey,161109.0,PostgreSQL
23089,35-44 years old,Turkey,161109.0,Redis
23089,35-44 years old,Turkey,161109.0,Solr
23090,35-44 years old,Germany,144998.0,PostgreSQL
23091,55-64 years old,USA,108000.0,Elasticsearch
23091,55-64 years old,USA,108000.0,Microsoft SQL Server
23091,55-64 years old,USA,108000.0,PostgreSQL
23092,25-34 years old,Norway,84232.0,PostgreSQL
23096,18-24 years old,Ukraine,261.0,Microsoft SQL Server
23096,18-24 years old,Ukraine,261.0,MongoDB
23097,25-34 years old,Hungary,46198.0,Dynamodb
23097,25-34 years old,Hungary,46198.0,MariaDB
23097,25-34 years old,Hungary,46198.0,Redis
23098,25-34 years old,USA,100000.0,Cloud Firestore
23098,25-34 years old,USA,100000.0,Cosmos DB
23098,25-34 years old,USA,100000.0,Couch DB
23098,25-34 years old,USA,100000.0,Couchbase
23099,25-34 years old,Uzbekistan,10000.0,Cassandra
23099,25-34 years old,Uzbekistan,10000.0,Elasticsearch
23099,25-34 years old,Uzbekistan,10000.0,MongoDB
23099,25-34 years old,Uzbekistan,10000.0,PostgreSQL
23099,25-34 years old,Uzbekistan,10000.0,Redis
23101,25-34 years old,Hong Kong (S.A.R.),48638.0,Firebase Realtime Database
23101,25-34 years old,Hong Kong (S.A.R.),48638.0,Microsoft SQL Server
23101,25-34 years old,Hong Kong (S.A.R.),48638.0,MongoDB
23103,25-34 years old,Slovenia,37592.0,MariaDB
23103,25-34 years old,Slovenia,37592.0,MySQL
23104,35-44 years old,Germany,70888.0,PostgreSQL
23108,35-44 years old,Switzerland,118102.0,PostgreSQL
23108,35-44 years old,Switzerland,118102.0,SQLite
23109,35-44 years old,Lithuania,69814.0,PostgreSQL
23110,18-24 years old,Pakistan,1005.0,No database reported
23111,18-24 years old,Ukraine,9874.0,MongoDB
23111,18-24 years old,Ukraine,9874.0,MySQL
23111,18-24 years old,Ukraine,9874.0,PostgreSQL
23111,18-24 years old,Ukraine,9874.0,SQLite
23112,25-34 years old,Norway,74873.0,MongoDB
23112,25-34 years old,Norway,74873.0,PostgreSQL
23113,45-54 years old,USA,100000.0,No database reported
23114,25-34 years old,India,11963.0,MongoDB
23114,25-34 years old,India,11963.0,PostgreSQL
23117,45-54 years old,Denmark,115202.0,Elasticsearch
23117,45-54 years old,Denmark,115202.0,InfluxDB
23117,45-54 years old,Denmark,115202.0,Microsoft SQL Server
23121,25-34 years old,Croatia,85925.0,No database reported
23124,45-54 years old,Ireland,57999.0,MySQL
23125,35-44 years old,Liechtenstein,80000.0,Dynamodb
23125,35-44 years old,Liechtenstein,80000.0,Elasticsearch
23125,35-44 years old,Liechtenstein,80000.0,PostgreSQL
23125,35-44 years old,Liechtenstein,80000.0,Redis
23126,25-34 years old,Switzerland,72421.0,MariaDB
23126,25-34 years old,Switzerland,72421.0,SQLite
23127,25-34 years old,Ukraine,60722.0,MariaDB
23127,25-34 years old,Ukraine,60722.0,MongoDB
23127,25-34 years old,Ukraine,60722.0,PostgreSQL
23128,25-34 years old,Poland,73002.0,MariaDB
23128,25-34 years old,Poland,73002.0,MySQL
23132,18-24 years old,Greece,12567.0,SQLite
23134,25-34 years old,Uk,127388.0,Elasticsearch
23134,25-34 years old,Uk,127388.0,MongoDB
23134,25-34 years old,Uk,127388.0,Neo4J
23134,25-34 years old,Uk,127388.0,PostgreSQL
23136,35-44 years old,USA,130000.0,Clickhouse
23136,35-44 years old,USA,130000.0,PostgreSQL
23137,35-44 years old,Uk,127897.0,PostgreSQL
23137,35-44 years old,Uk,127897.0,Redis
23137,35-44 years old,Uk,127897.0,SQLite
23138,25-34 years old,Estonia,25777.0,PostgreSQL
23138,25-34 years old,Estonia,25777.0,SQLite
23140,25-34 years old,Finland,53703.0,PostgreSQL
23141,25-34 years old,Taiwan,30884.0,MongoDB
23141,25-34 years old,Taiwan,30884.0,MySQL
23141,25-34 years old,Taiwan,30884.0,PostgreSQL
23142,45-54 years old,Italy,75184.0,Elasticsearch
23142,45-54 years old,Italy,75184.0,MariaDB
23142,45-54 years old,Italy,75184.0,Microsoft SQL Server
23142,45-54 years old,Italy,75184.0,MongoDB
23142,45-54 years old,Italy,75184.0,MySQL
23142,45-54 years old,Italy,75184.0,Redis
23142,45-54 years old,Italy,75184.0,SQLite
23145,35-44 years old,Ukraine,4443.0,Cosmos DB
23145,35-44 years old,Ukraine,4443.0,Microsoft SQL Server
23145,35-44 years old,Ukraine,4443.0,MySQL
23149,18-24 years old,Netherlands,38666.0,DuckDB
23149,18-24 years old,Netherlands,38666.0,Microsoft SQL Server
23149,18-24 years old,Netherlands,38666.0,SQLite
23152,25-34 years old,India,62210.0,Clickhouse
23153,25-34 years old,Bulgaria,87876.0,MongoDB
23153,25-34 years old,Bulgaria,87876.0,PostgreSQL
23153,25-34 years old,Bulgaria,87876.0,Redis
23153,25-34 years old,Bulgaria,87876.0,SQLite
23154,35-44 years old,Czech Republic,84698.0,Cassandra
23154,35-44 years old,Czech Republic,84698.0,PostgreSQL
23154,35-44 years old,Czech Republic,84698.0,Redis
23157,45-54 years old,Uk,82802.0,Elasticsearch
23157,45-54 years old,Uk,82802.0,Microsoft SQL Server
23158,35-44 years old,Germany,91295.0,No database reported
23159,35-44 years old,Denmark,86401.0,Elasticsearch
23159,35-44 years old,Denmark,86401.0,Microsoft SQL Server
23159,35-44 years old,Denmark,86401.0,MongoDB
